experiment,condition,mode,seed,step,oxygen,glucose,IFN_gamma,IL2,PD_L1,TGF_beta
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,123,25,0.027247,1.656546,0.331457,0.023905,0.060203,0.399381
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,123,26,0.025778,1.592505,0.331972,0.023794,0.052885,0.38971
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,123,27,0.024352,1.530182,0.323064,0.023684,0.047052,0.380047
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,123,28,0.023031,1.470574,0.31458,0.023576,0.042112,0.370767
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,123,29,0.021718,1.411746,0.305566,0.023468,0.037713,0.36079
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,123,30,0.020401,1.35097,0.389954,0.030362,0.058359,0.409621
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,5,0.072095,3.631787,0.01125,0.009,0.062424,0.076278
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,6,0.069419,3.51612,0.012497,0.008957,0.053658,0.076054
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,7,0.066744,3.399492,0.012091,0.008914,0.046766,0.076882
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,8,0.064048,3.280877,0.011698,0.008872,0.041389,0.082504
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,9,0.06132,3.159772,0.011318,0.00883,0.037283,0.093662
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,10,0.058572,3.036686,0.1057,0.013414,0.094283,0.167011
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,11,0.055941,2.918624,0.113552,0.013229,0.079935,0.177228
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,12,0.053298,2.799052,0.110184,0.013046,0.068619,0.187333
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,13,0.050635,2.678173,0.106845,0.012866,0.059754,0.197534
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,14,0.047964,2.557614,0.103534,0.012689,0.052783,0.208274
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,15,0.045316,2.441763,0.206844,0.01464,0.092603,0.286331
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,16,0.042892,2.336334,0.215037,0.014454,0.079174,0.289947
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,17,0.040647,2.237753,0.208371,0.01427,0.068507,0.293297
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,18,0.038525,2.145044,0.201921,0.014089,0.060031,0.296597
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,19,0.036529,2.059467,0.19544,0.013911,0.053269,0.299474
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,20,0.034649,1.97872,0.268938,0.016545,0.065098,0.369212
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,21,0.032896,1.903197,0.275785,0.016466,0.057129,0.364892
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,22,0.031236,1.831081,0.266822,0.016389,0.050974,0.361428
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,23,0.02961,1.760014,0.25815,0.016312,0.046194,0.358601
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,24,0.028031,1.690238,0.24976,0.016236,0.042092,0.355909
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,25,0.026496,1.622865,0.321468,0.020411,0.050936,0.411044
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,26,0.025039,1.558347,0.325667,0.020321,0.04582,0.402627
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,27,0.023669,1.496639,0.315083,0.020232,0.041502,0.394794
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,28,0.022266,1.433365,0.304843,0.020144,0.037879,0.386072
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,29,0.0209,1.371131,0.294935,0.020056,0.034636,0.377058
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,42,30,0.019647,1.314385,0.35785,0.024345,0.046659,0.424901
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,5,0.072199,3.636213,0.01375,0.0075,0.073977,0.071673
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,6,0.06956,3.52218,0.014916,0.007455,0.062856,0.07217
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,7,0.066913,3.406865,0.0147,0.007411,0.054087,0.074788
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,8,0.064225,3.28855,0.014491,0.007367,0.04729,0.080631
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,9,0.061546,3.169746,0.014288,0.007324,0.041931,0.090792
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,10,0.058817,3.047612,0.124208,0.012406,0.108925,0.162975
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,11,0.056211,2.930704,0.131728,0.012343,0.091801,0.173193
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,12,0.053609,2.813126,0.128092,0.012281,0.078204,0.183704
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,13,0.050998,2.694875,0.124171,0.01222,0.067508,0.194259
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,14,0.048354,2.575221,0.12035,0.012159,0.059212,0.20433
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,15,0.045727,2.460698,0.216373,0.016225,0.112626,0.27368
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,16,0.043271,2.354535,0.223182,0.01615,0.095448,0.277592
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,17,0.040937,2.253574,0.216439,0.016076,0.081781,0.281251
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,18,0.038752,2.157799,0.21091,0.016003,0.070976,0.284377
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,19,0.036649,2.066334,0.205157,0.015931,0.062417,0.287088
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,20,0.034644,1.980606,0.290096,0.02086,0.077441,0.341643
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,21,0.032797,1.899981,0.293299,0.020767,0.067607,0.339593
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,22,0.03101,1.82241,0.286131,0.020674,0.059809,0.337942
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,23,0.029339,1.750073,0.27831,0.020582,0.053516,0.335658
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,24,0.027761,1.681736,0.269534,0.020491,0.048298,0.333991
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,25,0.026219,1.615911,0.324212,0.023775,0.0597,0.385393
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,26,0.02481,1.555153,0.323887,0.023671,0.05279,0.377543
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,27,0.023489,1.496733,0.315457,0.023568,0.047306,0.370031
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,28,0.022194,1.440639,0.306817,0.023466,0.042795,0.363255
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,29,0.02093,1.384269,0.300071,0.023365,0.038643,0.355281
treatment_anti_CTLA4_early,anti_CTLA4_early,deepseek,456,30,0.019641,1.327773,0.3567,0.027764,0.055556,0.40298
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,3,0.077526,3.864185,0.0,0.0,0.006449,0.015365
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,4,0.074867,3.75136,0.0,0.0,0.008058,0.01969
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,5,0.07221,3.637545,0.0,0.0,0.009422,0.023668
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,6,0.069517,3.520977,0.0,0.0,0.010699,0.027689
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,7,0.066808,3.40266,0.0,0.0,0.011835,0.034073
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,8,0.064073,3.282099,0.0,0.0,0.012909,0.043381
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,9,0.061328,3.160077,0.0,0.0,0.013877,0.05703
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,10,0.058547,3.035348,0.0,0.0,0.014825,0.073696
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,11,0.055743,2.908459,0.0,0.0,0.015743,0.091565
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,12,0.052948,2.78115,0.0,0.0,0.016559,0.110313
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,13,0.050161,2.654475,0.0,0.0,0.017284,0.128222
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,14,0.047403,2.529835,0.0,0.0,0.017889,0.145284
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,15,0.04473,2.409825,0.00215,0.0,0.018388,0.160515
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,16,0.042173,2.29502,0.004633,0.0,0.018741,0.174595
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,17,0.03971,2.184361,0.004483,0.0,0.019077,0.188223
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,18,0.037399,2.079241,0.004337,0.0,0.019264,0.200688
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,19,0.035202,1.979978,0.005002,0.0,0.019408,0.211786
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,20,0.033143,1.887975,0.008199,0.0,0.019459,0.221184
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,21,0.031224,1.804298,0.009276,0.0,0.019453,0.229254
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,22,0.02939,1.723551,0.011125,0.0,0.019381,0.236403
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,23,0.027669,1.647253,0.014929,0.0,0.019171,0.242259
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,24,0.026063,1.575735,0.021297,0.0,0.018773,0.246487
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,25,0.024528,1.507792,0.022755,0.0,0.018282,0.249071
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,26,0.023022,1.440674,0.02524,0.0,0.017594,0.249399
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,27,0.021623,1.377779,0.025495,0.0,0.016896,0.247728
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,28,0.020255,1.315563,0.025607,0.0,0.016184,0.246104
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,29,0.018921,1.255152,0.026925,0.0,0.01551,0.243475
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,123,30,0.017676,1.198229,0.02699,0.0,0.014755,0.2412
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,5,0.072095,3.631787,0.0,0.0,0.009549,0.024153
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,6,0.069369,3.51362,0.0,0.0,0.01085,0.027799
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,7,0.066642,3.394429,0.0,0.0,0.011986,0.032412
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,8,0.063889,3.273124,0.0,0.0,0.013018,0.041742
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,9,0.061107,3.14935,0.0,0.0,0.013996,0.055561
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,10,0.058304,3.023605,0.0,0.0,0.014906,0.072233
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,11,0.055496,2.896666,0.0,0.0,0.01573,0.090258
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,12,0.052678,2.768296,0.0,0.0,0.016497,0.108475
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,13,0.049841,2.63922,0.0,0.0,0.017259,0.126719
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,14,0.047029,2.512207,0.001075,0.0,0.017889,0.144015
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,15,0.044268,2.387225,0.00104,0.0,0.018532,0.160812
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,16,0.041631,2.267183,0.004097,0.0,0.018998,0.176411
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,17,0.03908,2.15305,0.00692,0.0,0.019388,0.190984
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,18,0.036721,2.04965,0.011398,0.0,0.019633,0.203716
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,19,0.034526,1.954366,0.016134,0.0,0.019719,0.21468
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,20,0.032539,1.867117,0.019372,0.0,0.01962,0.223795
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,21,0.030703,1.78721,0.021296,0.0,0.019477,0.231365
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,22,0.028975,1.712444,0.023694,0.0,0.019359,0.237743
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,23,0.027327,1.640455,0.02373,0.0,0.019266,0.243629
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,24,0.025793,1.573187,0.027259,0.0,0.019068,0.247944
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,25,0.024316,1.507137,0.027583,0.0,0.018726,0.251715
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,26,0.022877,1.442591,0.030046,0.0,0.018265,0.253723
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,27,0.021561,1.384179,0.034122,0.0,0.017619,0.253761
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,28,0.020283,1.327312,0.033013,0.0,0.016772,0.252201
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,29,0.019061,1.272358,0.03194,0.0,0.016019,0.249932
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,42,30,0.017857,1.218156,0.032783,0.0,0.015039,0.247538
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,5,0.072199,3.636213,0.0,0.0,0.009227,0.023423
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,6,0.069505,3.51943,0.0,0.0,0.010457,0.02748
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,7,0.066796,3.400929,0.0,0.0,0.011561,0.032473
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,8,0.064031,3.278706,0.0,0.0,0.012653,0.041252
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,9,0.061272,3.155799,0.0,0.0,0.013603,0.054863
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,10,0.058459,3.029228,0.0,0.0,0.014597,0.071645
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,11,0.055652,2.902145,0.0,0.0,0.01546,0.09067
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,12,0.052854,2.774677,0.0,0.0,0.016234,0.109283
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,13,0.050047,2.647771,0.0,0.0,0.016949,0.127066
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,14,0.047206,2.521487,0.0,0.0,0.017721,0.144613
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,15,0.044424,2.396769,0.001747,0.0,0.018356,0.161865
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,16,0.041803,2.278919,0.004512,0.0,0.018758,0.177356
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,17,0.039306,2.167348,0.005575,0.0,0.019021,0.191392
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,18,0.036957,2.06356,0.009828,0.0,0.019197,0.203941
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,19,0.034724,1.966481,0.012868,0.0,0.019351,0.215203
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,20,0.032638,1.875291,0.013928,0.0,0.019351,0.224762
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,21,0.030648,1.788153,0.016163,0.0,0.019262,0.233357
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,22,0.028755,1.705585,0.017519,0.0,0.019052,0.240468
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,23,0.026985,1.628692,0.020846,0.0,0.018665,0.245625
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,24,0.025273,1.555489,0.023528,0.0,0.018308,0.249588
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,25,0.023677,1.48627,0.028541,0.0,0.017827,0.252379
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,26,0.022241,1.423066,0.033123,0.0,0.017117,0.252746
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,27,0.020856,1.361796,0.033659,0.0,0.016415,0.252011
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,28,0.019598,1.305992,0.037268,0.0,0.015531,0.249891
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,29,0.018298,1.248263,0.036595,0.0,0.014799,0.246582
treatment_anti_CTLA4_early,anti_CTLA4_early,rules,456,30,0.017108,1.194941,0.038765,0.0,0.013876,0.242482
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,3,0.077526,3.864185,0.0,0.0,0.006449,0.015365
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,4,0.074867,3.75136,0.0,0.0,0.008058,0.01969
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,5,0.07221,3.637545,0.012,0.00625,0.068547,0.070168
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,6,0.069547,3.522477,0.0118,0.005875,0.058635,0.070859
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,7,0.066868,3.405653,0.01062,0.005519,0.050841,0.074804
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,8,0.064168,3.286851,0.009558,0.005182,0.044807,0.081669
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,9,0.061458,3.166596,0.008602,0.004863,0.040124,0.092493
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,10,0.058718,3.043886,0.077124,0.008435,0.107205,0.161526
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,11,0.056049,2.923904,0.076537,0.007936,0.090642,0.173152
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,12,0.0534,2.804012,0.069183,0.007465,0.077479,0.185297
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,13,0.050765,2.68493,0.062565,0.007018,0.067031,0.196921
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,14,0.048136,2.567569,0.056533,0.006596,0.058809,0.20829
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,15,0.045532,2.452809,0.147632,0.011255,0.08431,0.281649
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,16,0.043102,2.3447,0.152912,0.011141,0.072952,0.286811
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,17,0.040861,2.245523,0.149851,0.011028,0.06398,0.291748
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,18,0.038762,2.153561,0.148421,0.010915,0.056821,0.296427
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,19,0.036732,2.065603,0.144753,0.010842,0.051093,0.300421
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,20,0.034808,1.982872,0.237136,0.016281,0.064966,0.36793
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,21,0.033053,1.908097,0.242329,0.016197,0.057438,0.364819
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,22,0.031348,1.835265,0.234749,0.016114,0.051542,0.362367
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,23,0.029749,1.765675,0.229699,0.016032,0.046827,0.359721
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,24,0.0282,1.69813,0.225271,0.015951,0.042793,0.357347
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,25,0.02665,1.630154,0.295672,0.019246,0.05202,0.420423
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,26,0.025175,1.56569,0.296544,0.019154,0.046619,0.412038
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,27,0.023763,1.503247,0.288518,0.019062,0.042247,0.403333
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,28,0.022451,1.44445,0.282635,0.018972,0.038487,0.39501
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,29,0.021142,1.385299,0.275197,0.018883,0.034858,0.384113
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,123,30,0.019876,1.327256,0.351796,0.024545,0.047365,0.437872
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,5,0.072095,3.631787,0.01,0.003875,0.064799,0.072278
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,6,0.069414,3.51587,0.01,0.003649,0.055543,0.072464
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,7,0.066733,3.399092,0.009,0.003436,0.048244,0.073534
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,8,0.064032,3.280325,0.0081,0.003237,0.042532,0.080819
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,9,0.061299,3.159061,0.00729,0.00305,0.038163,0.092846
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,10,0.058545,3.035808,0.074811,0.007624,0.101947,0.163836
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,11,0.0559,2.917075,0.074955,0.007216,0.086045,0.174922
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,12,0.053246,2.797366,0.067609,0.006831,0.07348,0.186071
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,13,0.050577,2.677513,0.060998,0.006467,0.063622,0.197603
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,14,0.047914,2.557789,0.055049,0.006123,0.055865,0.209113
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,15,0.045289,2.440046,0.147215,0.011337,0.086975,0.285177
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,16,0.042805,2.329253,0.154121,0.01128,0.074653,0.290386
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,17,0.040467,2.227829,0.149192,0.011223,0.064873,0.294914
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,18,0.038305,2.134078,0.144424,0.011168,0.0571,0.29914
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,19,0.036274,2.045983,0.139811,0.011113,0.050835,0.302712
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,20,0.034362,1.961118,0.242267,0.016685,0.062315,0.366834
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,21,0.032611,1.88434,0.249175,0.016607,0.054852,0.363761
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,22,0.030836,1.808428,0.241238,0.016531,0.049134,0.361219
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,23,0.029154,1.734031,0.23364,0.016456,0.0446,0.35919
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,24,0.02756,1.665394,0.226127,0.016381,0.040841,0.358584
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,25,0.026065,1.598837,0.277953,0.024308,0.051711,0.420636
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,26,0.024606,1.534425,0.283566,0.024091,0.046389,0.413509
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,27,0.023156,1.469677,0.274619,0.023877,0.041977,0.405982
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,28,0.021721,1.404423,0.265963,0.023666,0.038255,0.398008
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,29,0.020347,1.341573,0.257588,0.023457,0.034794,0.388945
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,42,30,0.019051,1.282782,0.333041,0.033001,0.05372,0.437205
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
