experiment,condition,mode,seed,step,oxygen,glucose,IFN_gamma,IL2,PD_L1,TGF_beta
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,8,0.06403,3.280028,0.002329,0.004851,0.043937,0.080534
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,9,0.061302,3.158898,0.002096,0.004585,0.039326,0.092284
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,10,0.058554,3.035796,0.068136,0.01271,0.105311,0.163544
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,11,0.055911,2.91715,0.068698,0.011932,0.088845,0.174578
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,12,0.05326,2.79725,0.061978,0.011197,0.07579,0.186071
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,13,0.050595,2.67572,0.05593,0.010503,0.065512,0.19733
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,14,0.047936,2.555074,0.050487,0.009847,0.057369,0.208969
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,15,0.045281,2.43635,0.149242,0.013602,0.084055,0.281878
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,16,0.042853,2.329687,0.149719,0.012785,0.071808,0.286844
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,17,0.040583,2.229715,0.138424,0.012012,0.061625,0.291177
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,18,0.03845,2.137558,0.128003,0.011326,0.053085,0.295275
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,19,0.036448,2.050344,0.118083,0.010732,0.045859,0.299051
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,20,0.034538,1.965723,0.202082,0.01467,0.060488,0.37258
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,21,0.032856,1.8946,0.200002,0.013802,0.050753,0.367231
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,22,0.031225,1.825029,0.184578,0.012982,0.042629,0.362003
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,23,0.02963,1.755529,0.17035,0.012205,0.035707,0.35703
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,24,0.028106,1.688146,0.157148,0.011471,0.029773,0.352644
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,25,0.02654,1.618579,0.228469,0.0142,0.040149,0.415446
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,26,0.025176,1.558254,0.224088,0.013414,0.032824,0.403742
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,27,0.023815,1.497783,0.206721,0.012717,0.026744,0.39173
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,28,0.022519,1.438523,0.1907,0.012058,0.021685,0.378608
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,29,0.021257,1.381217,0.175921,0.011432,0.017521,0.364841
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,42,30,0.019999,1.323563,0.248587,0.01534,0.026894,0.409428
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,5,0.072199,3.636213,0.005,0.00325,0.055227,0.069423
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,6,0.069555,3.52193,0.005375,0.003073,0.047735,0.07019
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,7,0.066893,3.405867,0.004837,0.002905,0.041887,0.072471
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,8,0.064181,3.286299,0.004354,0.002746,0.037435,0.078695
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,9,0.061479,3.16642,0.003918,0.002595,0.033947,0.089446
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,10,0.058727,3.043084,0.077027,0.008078,0.107924,0.158361
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,11,0.056076,2.923836,0.076574,0.007658,0.0909,0.170314
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,12,0.053432,2.804402,0.069141,0.007259,0.077394,0.18176
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,13,0.050769,2.683919,0.062452,0.006881,0.066777,0.193266
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,14,0.048102,2.563455,0.056357,0.006522,0.058421,0.204976
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,15,0.045476,2.447507,0.139716,0.013682,0.098061,0.278119
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,16,0.04301,2.339532,0.139907,0.012969,0.083118,0.283218
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,17,0.040665,2.237592,0.129141,0.012292,0.070755,0.287814
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,18,0.038434,2.141671,0.11921,0.011651,0.060529,0.292147
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,19,0.036206,2.044952,0.110048,0.011043,0.052035,0.296163
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,20,0.034125,1.9537,0.180894,0.013842,0.064568,0.359238
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,21,0.032276,1.87292,0.178918,0.013117,0.054393,0.357272
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,22,0.030526,1.797088,0.165052,0.01243,0.045877,0.355869
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,23,0.028817,1.722197,0.152261,0.011778,0.038641,0.355582
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,24,0.027173,1.649372,0.140461,0.011161,0.032388,0.355499
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,25,0.025523,1.578071,0.210825,0.014701,0.041658,0.413977
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,26,0.024114,1.516798,0.207427,0.013938,0.034106,0.405982
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,27,0.022615,1.448892,0.191505,0.013215,0.027822,0.399107
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,28,0.021142,1.382565,0.176663,0.012529,0.022626,0.392437
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,29,0.019866,1.325649,0.162972,0.011878,0.018311,0.384905
treatment_anti_TGFb_late,anti_TGFb_late,deepseek,456,30,0.018641,1.267987,0.230141,0.015387,0.029167,0.432631
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,3,0.077526,3.864185,0.0,0.0,0.006449,0.015365
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,4,0.074867,3.75136,0.0,0.0,0.008058,0.01969
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,5,0.07221,3.637545,0.0,0.0,0.009422,0.023668
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,6,0.069517,3.520977,0.0,0.0,0.010699,0.027779
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,7,0.066808,3.40266,0.0,0.0,0.011835,0.034336
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,8,0.064073,3.282099,0.0,0.0,0.012909,0.043893
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,9,0.061328,3.160077,0.0,0.0,0.013877,0.05786
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,10,0.058547,3.035348,0.0,0.0,0.014825,0.074911
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,11,0.055743,2.908459,0.0,0.0,0.015743,0.093222
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,12,0.052948,2.78115,0.0,0.0,0.016559,0.112468
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,13,0.050161,2.654475,0.0,0.0,0.017284,0.130925
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,14,0.047403,2.529835,0.0,0.0,0.017889,0.14858
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,15,0.0447,2.407732,0.0,0.0,0.018456,0.164747
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,16,0.042069,2.290099,0.0,0.0,0.018438,0.180027
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,17,0.039577,2.177017,0.0,0.0,0.017948,0.194414
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,18,0.037223,2.069451,0.0,0.0,0.016996,0.20753
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,19,0.035038,1.972,0.0,0.0,0.015745,0.219176
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,20,0.032951,1.879525,0.0,0.0,0.014262,0.229171
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,21,0.0309,1.789544,0.0,0.0,0.012634,0.238321
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,22,0.02888,1.700811,0.0,0.0,0.010947,0.246545
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,23,0.027033,1.618208,0.0,0.0,0.009266,0.252719
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,24,0.02531,1.540942,0.0,0.0,0.007656,0.256798
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,25,0.023667,1.467607,0.0,0.0,0.006213,0.258128
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,26,0.02212,1.397358,0.0,0.0,0.004983,0.256714
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,27,0.020768,1.336285,0.0,0.0,0.003987,0.253241
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,28,0.019486,1.275314,0.0,0.0,0.003189,0.248255
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,29,0.018307,1.220385,0.0,0.0,0.002552,0.241064
treatment_anti_TGFb_late,anti_TGFb_late,rules,123,30,0.017208,1.169199,0.0,0.0,0.002041,0.232907
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,5,0.072095,3.631787,0.0,0.0,0.009549,0.024153
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,6,0.069369,3.51362,0.0,0.0,0.01085,0.027889
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,7,0.066642,3.394429,0.0,0.0,0.011986,0.032675
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,8,0.063889,3.273124,0.0,0.0,0.013018,0.042254
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,9,0.061107,3.14935,0.0,0.0,0.013996,0.056391
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,10,0.058304,3.023605,0.0,0.0,0.014906,0.073448
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,11,0.055496,2.896666,0.0,0.0,0.01573,0.091915
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,12,0.052678,2.768296,0.0,0.0,0.016497,0.110629
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,13,0.049841,2.63922,0.0,0.0,0.017259,0.129422
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,14,0.047017,2.511707,0.0,0.0,0.01793,0.147461
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,15,0.044223,2.385269,0.0,0.0,0.018621,0.165032
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,16,0.041569,2.264358,0.0,0.0,0.018644,0.181902
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,17,0.039005,2.14839,0.0,0.0,0.018187,0.197602
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,18,0.036602,2.040278,0.0,0.0,0.017313,0.211927
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,19,0.034346,1.940258,0.0,0.0,0.01608,0.224611
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,20,0.032286,1.849148,0.0,0.0,0.014546,0.235934
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,21,0.030336,1.762704,0.0,0.0,0.01282,0.245182
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,22,0.028496,1.680862,0.0,0.0,0.01105,0.252221
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,23,0.026737,1.603883,0.0,0.0,0.0093,0.258283
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,24,0.025078,1.529702,0.0,0.0,0.007659,0.263606
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,25,0.023564,1.460156,0.0,0.0,0.0062,0.266828
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,26,0.022071,1.393322,0.0,0.0,0.004967,0.267595
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,27,0.020686,1.331524,0.0,0.0,0.003974,0.264986
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,28,0.019426,1.274182,0.0,0.0,0.003179,0.261305
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,29,0.018288,1.220942,0.0,0.0,0.002543,0.255897
treatment_anti_TGFb_late,anti_TGFb_late,rules,42,30,0.017254,1.17304,0.0,0.0,0.002035,0.248308
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,5,0.072199,3.636213,0.0,0.0,0.009227,0.023423
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,6,0.069505,3.51943,0.0,0.0,0.010457,0.02757
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,7,0.066796,3.400929,0.0,0.0,0.011561,0.032736
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,8,0.064031,3.278706,0.0,0.0,0.012653,0.041763
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,9,0.061272,3.155799,0.0,0.0,0.013603,0.055694
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,10,0.058459,3.029228,0.0,0.0,0.014597,0.07286
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,11,0.055652,2.902145,0.0,0.0,0.01546,0.092327
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,12,0.052854,2.774677,0.0,0.0,0.016234,0.111437
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,13,0.050047,2.647771,0.0,0.0,0.016949,0.129769
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,14,0.047206,2.521487,0.0,0.0,0.017721,0.147909
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,15,0.044406,2.396019,0.0,0.0,0.018376,0.165872
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,16,0.041748,2.276949,0.0,0.0,0.018374,0.182354
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,17,0.039195,2.16299,0.0,0.0,0.017824,0.197472
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,18,0.036777,2.055891,0.0,0.0,0.016904,0.211186
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,19,0.034466,1.954108,0.0,0.0,0.015666,0.223607
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,20,0.032319,1.860193,0.0,0.0,0.01412,0.234465
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,21,0.030222,1.768045,0.0,0.0,0.012424,0.244034
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,22,0.028238,1.680406,0.0,0.0,0.010632,0.251293
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,23,0.02646,1.601789,0.0,0.0,0.008871,0.256354
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,24,0.024729,1.525879,0.0,0.0,0.007261,0.25942
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,25,0.023123,1.454445,0.0,0.0,0.005856,0.260582
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,26,0.021577,1.385472,0.0,0.0,0.004693,0.260152
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,27,0.020109,1.319073,0.0,0.0,0.003754,0.258641
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,28,0.018749,1.256489,0.0,0.0,0.003003,0.254792
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,29,0.01745,1.196535,0.0,0.0,0.002403,0.249931
treatment_anti_TGFb_late,anti_TGFb_late,rules,456,30,0.01629,1.142996,0.0,0.0,0.001922,0.24347
perturbation_TP53_KO,TP53_KO,deepseek,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
perturbation_TP53_KO,TP53_KO,deepseek,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
perturbation_TP53_KO,TP53_KO,deepseek,123,3,0.077526,3.864185,0.0,0.0,0.006449,0.015365
perturbation_TP53_KO,TP53_KO,deepseek,123,4,0.074867,3.75136,0.0,0.0,0.008058,0.01969
perturbation_TP53_KO,TP53_KO,deepseek,123,5,0.07221,3.637545,0.0075,0.008,0.057672,0.069668
perturbation_TP53_KO,TP53_KO,deepseek,123,6,0.069552,3.522727,0.00775,0.007547,0.049683,0.070399
perturbation_TP53_KO,TP53_KO,deepseek,123,7,0.066878,3.406151,0.006975,0.007118,0.043426,0.073406
perturbation_TP53_KO,TP53_KO,deepseek,123,8,0.064182,3.287573,0.006277,0.006709,0.038602,0.079933
perturbation_TP53_KO,TP53_KO,deepseek,123,9,0.061476,3.167645,0.00565,0.006321,0.034883,0.091646
perturbation_TP53_KO,TP53_KO,deepseek,123,10,0.058736,3.045291,0.07546,0.011952,0.11499,0.162272
perturbation_TP53_KO,TP53_KO,deepseek,123,11,0.056075,2.925977,0.075414,0.011286,0.096619,0.172938
perturbation_TP53_KO,TP53_KO,deepseek,123,12,0.05343,2.80648,0.067947,0.010653,0.081988,0.184725
perturbation_TP53_KO,TP53_KO,deepseek,123,13,0.050796,2.687203,0.061228,0.010054,0.070362,0.196095
perturbation_TP53_KO,TP53_KO,deepseek,123,14,0.048195,2.571241,0.05518,0.009486,0.061109,0.20693
perturbation_TP53_KO,TP53_KO,deepseek,123,15,0.045652,2.458852,0.126839,0.012072,0.100364,0.277123
perturbation_TP53_KO,TP53_KO,deepseek,123,16,0.043294,2.355932,0.123155,0.011413,0.085433,0.281975
perturbation_TP53_KO,TP53_KO,deepseek,123,17,0.041058,2.255891,0.111065,0.010826,0.073612,0.286814
perturbation_TP53_KO,TP53_KO,deepseek,123,18,0.038968,2.163695,0.100183,0.010269,0.064122,0.29119
perturbation_TP53_KO,TP53_KO,deepseek,123,19,0.036981,2.077788,0.090315,0.00974,0.056598,0.295217
perturbation_TP53_KO,TP53_KO,deepseek,123,20,0.035051,1.996056,0.163259,0.013864,0.081946,0.360371
perturbation_TP53_KO,TP53_KO,deepseek,123,21,0.033298,1.920723,0.158433,0.013143,0.071037,0.358717
perturbation_TP53_KO,TP53_KO,deepseek,123,22,0.0316,1.848363,0.142739,0.01246,0.062443,0.35807
perturbation_TP53_KO,TP53_KO,deepseek,123,23,0.029958,1.777718,0.128616,0.011812,0.05571,0.357475
perturbation_TP53_KO,TP53_KO,deepseek,123,24,0.028379,1.708915,0.115829,0.011199,0.050093,0.357003
perturbation_TP53_KO,TP53_KO,deepseek,123,25,0.026789,1.638653,0.196496,0.015868,0.069355,0.415643
perturbation_TP53_KO,TP53_KO,deepseek,123,26,0.02533,1.573571,0.188846,0.01504,0.060796,0.408815
perturbation_TP53_KO,TP53_KO,deepseek,123,27,0.023863,1.507611,0.170112,0.014256,0.053969,0.403183
perturbation_TP53_KO,TP53_KO,deepseek,123,28,0.022503,1.445694,0.153176,0.013514,0.048252,0.397627
perturbation_TP53_KO,TP53_KO,deepseek,123,29,0.021147,1.38428,0.137858,0.01281,0.043247,0.390941
perturbation_TP53_KO,TP53_KO,deepseek,123,30,0.019798,1.322536,0.214072,0.016769,0.05289,0.435464
perturbation_TP53_KO,TP53_KO,deepseek,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
perturbation_TP53_KO,TP53_KO,deepseek,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
perturbation_TP53_KO,TP53_KO,deepseek,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
perturbation_TP53_KO,TP53_KO,deepseek,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
perturbation_TP53_KO,TP53_KO,deepseek,42,5,0.072095,3.631787,0.00375,0.014125,0.057674,0.067903
perturbation_TP53_KO,TP53_KO,deepseek,42,6,0.069409,3.51562,0.00375,0.013211,0.049769,0.068439
perturbation_TP53_KO,TP53_KO,deepseek,42,7,0.066722,3.398568,0.003375,0.012349,0.043555,0.070611
perturbation_TP53_KO,TP53_KO,deepseek,42,8,0.064021,3.279777,0.003038,0.011536,0.038713,0.077962
perturbation_TP53_KO,TP53_KO,deepseek,42,9,0.061294,3.158766,0.002734,0.010768,0.034996,0.090143
perturbation_TP53_KO,TP53_KO,deepseek,42,10,0.058546,3.035781,0.05621,0.014043,0.095546,0.16038
perturbation_TP53_KO,TP53_KO,deepseek,42,11,0.0559,2.916898,0.056964,0.013151,0.080796,0.171869
perturbation_TP53_KO,TP53_KO,deepseek,42,12,0.053244,2.796737,0.051418,0.012308,0.069129,0.183689
perturbation_TP53_KO,TP53_KO,deepseek,42,13,0.050573,2.675049,0.046426,0.011511,0.059949,0.195313
perturbation_TP53_KO,TP53_KO,deepseek,42,14,0.047902,2.555134,0.041784,0.010853,0.052694,0.207183
perturbation_TP53_KO,TP53_KO,deepseek,42,15,0.045249,2.437955,0.129355,0.017984,0.095869,0.282752
perturbation_TP53_KO,TP53_KO,deepseek,42,16,0.042823,2.33187,0.126795,0.016994,0.081722,0.288412
perturbation_TP53_KO,TP53_KO,deepseek,42,17,0.040524,2.230899,0.114265,0.016056,0.070514,0.293768
perturbation_TP53_KO,TP53_KO,deepseek,42,18,0.038373,2.137207,0.102989,0.015169,0.061659,0.299147
perturbation_TP53_KO,TP53_KO,deepseek,42,19,0.036384,2.050821,0.092765,0.014329,0.054574,0.303944
perturbation_TP53_KO,TP53_KO,deepseek,42,20,0.034471,1.967537,0.188588,0.017534,0.074753,0.366384
perturbation_TP53_KO,TP53_KO,deepseek,42,21,0.032695,1.890895,0.181354,0.01657,0.06506,0.36494
perturbation_TP53_KO,TP53_KO,deepseek,42,22,0.030927,1.81405,0.163219,0.015659,0.057706,0.364362
perturbation_TP53_KO,TP53_KO,deepseek,42,23,0.029212,1.738945,0.146897,0.014795,0.051836,0.364205
perturbation_TP53_KO,TP53_KO,deepseek,42,24,0.027613,1.668083,0.132207,0.013977,0.04697,0.364285
perturbation_TP53_KO,TP53_KO,deepseek,42,25,0.026034,1.597902,0.219287,0.017203,0.059383,0.41771
perturbation_TP53_KO,TP53_KO,deepseek,42,26,0.024544,1.531299,0.209483,0.016261,0.052846,0.412054
perturbation_TP53_KO,TP53_KO,deepseek,42,27,0.023027,1.463257,0.188535,0.01537,0.047713,0.4067
perturbation_TP53_KO,TP53_KO,deepseek,42,28,0.021618,1.400021,0.169681,0.014525,0.043293,0.402
perturbation_TP53_KO,TP53_KO,deepseek,42,29,0.020339,1.341402,0.152713,0.013725,0.039051,0.394826
perturbation_TP53_KO,TP53_KO,deepseek,42,30,0.019037,1.281543,0.241192,0.017217,0.056297,0.453901
perturbation_TP53_KO,TP53_KO,deepseek,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
perturbation_TP53_KO,TP53_KO,deepseek,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
perturbation_TP53_KO,TP53_KO,deepseek,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
perturbation_TP53_KO,TP53_KO,deepseek,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
perturbation_TP53_KO,TP53_KO,deepseek,456,5,0.072199,3.636213,0.0045,0.00725,0.063977,0.072048
perturbation_TP53_KO,TP53_KO,deepseek,456,6,0.06956,3.52218,0.00455,0.00686,0.054695,0.072605
perturbation_TP53_KO,TP53_KO,deepseek,456,7,0.066905,3.406415,0.004095,0.006492,0.047419,0.074468
perturbation_TP53_KO,TP53_KO,deepseek,456,8,0.064194,3.286914,0.003686,0.006143,0.041853,0.080907
perturbation_TP53_KO,TP53_KO,deepseek,456,9,0.061494,3.166991,0.003317,0.005814,0.037473,0.091106
perturbation_TP53_KO,TP53_KO,deepseek,456,10,0.058746,3.043658,0.069985,0.010503,0.124226,0.159989
perturbation_TP53_KO,TP53_KO,deepseek,456,11,0.056077,2.923561,0.069862,0.009952,0.104082,0.172036
perturbation_TP53_KO,TP53_KO,deepseek,456,12,0.053413,2.803496,0.063026,0.009429,0.088079,0.183994
perturbation_TP53_KO,TP53_KO,deepseek,456,13,0.050739,2.682649,0.056873,0.008935,0.075407,0.196271
perturbation_TP53_KO,TP53_KO,deepseek,456,14,0.048034,2.559984,0.051336,0.008466,0.065496,0.207941
perturbation_TP53_KO,TP53_KO,deepseek,456,15,0.04537,2.440584,0.130702,0.013397,0.110448,0.283452
perturbation_TP53_KO,TP53_KO,deepseek,456,16,0.042854,2.331501,0.127757,0.012696,0.093731,0.289185
perturbation_TP53_KO,TP53_KO,deepseek,456,17,0.04048,2.227004,0.115206,0.012031,0.080368,0.294459
perturbation_TP53_KO,TP53_KO,deepseek,456,18,0.038197,2.126649,0.103836,0.011401,0.069742,0.299136
perturbation_TP53_KO,TP53_KO,deepseek,456,19,0.036013,2.030851,0.093527,0.010805,0.061366,0.303513
perturbation_TP53_KO,TP53_KO,deepseek,456,20,0.03394,1.941472,0.175174,0.015115,0.08651,0.368666
perturbation_TP53_KO,TP53_KO,deepseek,456,21,0.032027,1.860371,0.169032,0.01433,0.074835,0.367111
perturbation_TP53_KO,TP53_KO,deepseek,456,22,0.030199,1.78257,0.152279,0.013585,0.065716,0.366481
perturbation_TP53_KO,TP53_KO,deepseek,456,23,0.028434,1.706283,0.137126,0.01288,0.058629,0.366501
perturbation_TP53_KO,TP53_KO,deepseek,456,24,0.026738,1.633225,0.123413,0.012212,0.05275,0.366519
perturbation_TP53_KO,TP53_KO,deepseek,456,25,0.025148,1.564561,0.194822,0.016203,0.06478,0.436861
perturbation_TP53_KO,TP53_KO,deepseek,456,26,0.023668,1.499922,0.187215,0.015361,0.057534,0.429714
perturbation_TP53_KO,TP53_KO,deepseek,456,27,0.022198,1.434556,0.168568,0.014564,0.051967,0.42369
perturbation_TP53_KO,TP53_KO,deepseek,456,28,0.020765,1.369483,0.151711,0.013808,0.047389,0.418672
perturbation_TP53_KO,TP53_KO,deepseek,456,29,0.019411,1.309123,0.13654,0.013091,0.043212,0.413606
perturbation_TP53_KO,TP53_KO,deepseek,456,30,0.018089,1.248538,0.212411,0.017162,0.052264,0.46702
perturbation_TP53_KO,TP53_KO,rules,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
perturbation_TP53_KO,TP53_KO,rules,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
